Time (h) 2022-10-13T07.07.00.130;ambient temperature (°C) Flask A1;ambient humidity (%) Flask A1;ambient pressure (mBar) Flask A1;CO2 conc. (%) Flask A1;O2 conc. (%) Flask A1;;Time (h) 2022-10-13T07.07.01.278;ambient temperature (°C) Flask A2;ambient humidity (%) Flask A2;ambient pressure (mBar) Flask A2;CO2 conc. (%) Flask A2;O2 conc. (%) Flask A2;;Time (h) 2022-10-13T07.07.01.594;ambient temperature (°C) Flask A3;ambient humidity (%) Flask A3;ambient pressure (mBar) Flask A3;CO2 conc. (%) Flask A3;O2 conc. (%) Flask A3;;Time (h) 2022-10-13T07.07.01.396;ambient temperature (°C) Flask A4;ambient humidity (%) Flask A4;ambient pressure (mBar) Flask A4;CO2 conc. (%) Flask A4;O2 conc. (%) Flask A4;;
4.17721;43.89;24.97;1015.35;0.271;19.878;;4.17719;44.31;25.80;1016.19;0.279;19.886;;4.17722;43.82;26.02;1015.17;0.257;19.996;;4.17719;43.45;32.21;1015.89;0.249;20.033;;
4.17860;43.89;24.87;1015.35;0.272;19.878;;4.17858;44.31;25.74;1016.19;0.279;19.886;;4.17861;43.82;26.06;1015.17;0.257;19.996;;4.17858;43.45;32.21;1015.88;0.249;20.033;;
4.17999;43.89;25.05;1015.35;0.272;19.878;;4.17997;44.31;25.72;1016.18;0.279;19.887;;4.18000;43.82;25.96;1015.17;0.257;19.996;;4.17997;43.45;32.13;1015.88;0.250;20.034;;
4.18138;43.88;25.06;1015.34;0.272;19.878;;4.18136;44.31;25.73;1016.18;0.279;19.887;;4.18139;43.82;25.96;1015.17;0.257;19.996;;4.18136;43.46;32.12;1015.88;0.250;20.034;;
4.18277;43.88;25.03;1015.33;0.272;19.878;;4.18275;44.31;25.80;1016.18;0.279;19.887;;4.18278;43.82;26.01;1015.16;0.257;19.997;;4.18274;43.45;32.26;1015.88;0.250;20.034;;
4.18416;43.88;25.11;1015.36;0.272;19.878;;4.18414;44.31;25.81;1016.19;0.280;19.887;;4.18417;43.82;26.09;1015.17;0.257;19.996;;4.18413;43.46;32.22;1015.89;0.250;20.033;;
4.18555;43.88;25.06;1015.34;0.272;19.878;;4.18553;44.31;25.76;1016.17;0.280;19.887;;4.18555;43.82;25.94;1015.16;0.257;19.997;;4.18552;43.45;32.18;1015.86;0.250;20.034;;
4.18693;43.88;25.06;1015.33;0.273;19.879;;4.18692;44.31;25.75;1016.18;0.280;19.888;;4.18694;43.82;25.96;1015.17;0.258;19.996;;4.18691;43.45;32.17;1015.87;0.250;20.033;;
4.18832;43.88;25.09;1015.33;0.273;19.879;;4.18830;44.31;25.79;1016.17;0.281;19.888;;4.18833;43.82;25.96;1015.17;0.259;19.997;;4.18830;43.45;32.22;1015.87;0.250;20.033;;
4.18971;43.87;24.85;1015.31;0.273;19.880;;4.18969;44.30;25.82;1016.17;0.281;19.887;;4.18972;43.81;26.06;1015.16;0.259;19.995;;4.18969;43.45;32.34;1015.86;0.251;20.033;;
4.19110;43.88;25.03;1015.32;0.274;19.880;;4.19108;44.30;25.82;1016.18;0.281;19.888;;4.19111;43.81;26.13;1015.15;0.259;19.996;;4.19108;43.45;32.38;1015.85;0.251;20.033;;
4.19249;43.87;25.03;1015.33;0.274;19.880;;4.19247;44.30;25.83;1016.18;0.281;19.889;;4.19250;43.82;26.15;1015.16;0.259;19.996;;4.19247;43.44;32.40;1015.86;0.251;20.033;;
4.19388;43.87;25.02;1015.32;0.274;19.880;;4.19386;44.30;25.88;1016.17;0.281;19.889;;4.19389;43.82;26.15;1015.15;0.259;19.996;;4.19386;43.44;32.39;1015.86;0.251;20.033;;
4.19527;43.87;24.99;1015.33;0.274;19.880;;4.19525;44.30;25.87;1016.17;0.282;19.889;;4.19528;43.81;26.20;1015.16;0.259;19.996;;4.19525;43.45;32.41;1015.88;0.252;20.033;;
4.19666;43.87;24.95;1015.34;0.274;19.880;;4.19664;44.30;25.86;1016.18;0.282;19.890;;4.19667;43.82;26.09;1015.16;0.259;19.996;;4.19663;43.44;32.37;1015.88;0.252;20.033;;
4.19805;43.87;24.91;1015.34;0.274;19.880;;4.19803;44.30;25.89;1016.18;0.282;19.890;;4.19806;43.81;26.13;1015.15;0.259;19.996;;4.19802;43.44;32.41;1015.87;0.252;20.033;;
4.19944;43.87;24.93;1015.33;0.274;19.880;;4.19942;44.30;25.84;1016.18;0.282;19.890;;4.19944;43.81;26.11;1015.14;0.259;19.996;;4.19941;43.44;32.34;1015.85;0.252;20.034;;
4.20083;43.86;25.02;1015.32;0.275;19.880;;4.20081;44.29;25.87;1016.18;0.283;19.890;;4.20083;43.81;26.13;1015.14;0.259;19.996;;4.20080;43.44;32.38;1015.85;0.252;20.034;;
4.20221;43.86;25.00;1015.33;0.275;19.880;;4.20220;44.29;25.93;1016.18;0.282;19.890;;4.20222;43.81;26.03;1015.15;0.260;19.996;;4.20219;43.44;32.22;1015.85;0.252;20.034;;
4.20360;43.86;24.94;1015.31;0.275;19.881;;4.20358;44.29;25.94;1016.18;0.283;19.890;;4.20361;43.80;26.23;1015.15;0.260;19.996;;4.20358;43.44;32.39;1015.85;0.252;20.034;;
4.20499;43.86;25.05;1015.33;0.276;19.880;;4.20497;44.29;25.93;1016.18;0.283;19.890;;4.20500;43.80;26.18;1015.15;0.261;19.996;;4.20497;43.44;32.44;1015.85;0.252;20.034;;
4.20638;43.86;25.01;1015.34;0.276;19.880;;4.20636;44.29;26.03;1016.18;0.283;19.892;;4.20639;43.80;26.28;1015.15;0.261;19.996;;4.20636;43.44;32.44;1015.86;0.253;20.034;;
4.20777;43.86;25.02;1015.32;0.276;19.880;;4.20775;44.29;26.00;1016.18;0.283;19.892;;4.20778;43.80;26.22;1015.14;0.261;19.996;;4.20775;43.44;32.45;1015.85;0.253;20.034;;
4.20916;43.86;25.09;1015.32;0.276;19.882;;4.20914;44.29;25.99;1016.18;0.283;19.892;;4.20917;43.80;26.30;1015.15;0.261;19.996;;4.20914;43.43;32.48;1015.84;0.253;20.034;;
4.21055;43.85;25.31;1015.33;0.276;19.882;;4.21053;44.29;25.99;1016.18;0.283;19.892;;4.21056;43.80;26.25;1015.14;0.261;19.996;;4.21053;43.43;32.53;1015.84;0.253;20.034;;
4.21194;43.85;25.28;1015.34;0.276;19.882;;4.21192;44.29;25.99;1016.19;0.284;19.892;;4.21195;43.80;26.28;1015.14;0.261;19.996;;4.21191;43.43;32.55;1015.86;0.254;20.032;;
4.21333;43.85;25.16;1015.34;0.276;19.882;;4.21331;44.29;26.05;1016.17;0.284;19.892;;4.21333;43.80;26.29;1015.14;0.261;19.996;;4.21330;43.43;32.50;1015.86;0.254;20.033;;
4.21472;43.85;25.09;1015.34;0.276;19.882;;4.21470;44.28;26.12;1016.17;0.284;19.892;;4.21472;43.80;26.36;1015.14;0.262;19.996;;4.21469;43.43;32.33;1015.86;0.254;20.033;;
4.21610;43.85;25.25;1015.34;0.277;19.882;;4.21609;44.29;26.03;1016.17;0.285;19.893;;4.21611;43.80;26.39;1015.16;0.262;19.996;;4.21608;43.44;32.57;1015.87;0.254;20.032;;
4.21749;43.84;25.26;1015.33;0.277;19.882;;4.21748;44.28;26.05;1016.16;0.284;19.893;;4.21750;43.80;26.35;1015.14;0.261;19.997;;4.21747;43.43;32.58;1015.86;0.254;20.033;;
4.21888;43.85;25.38;1015.35;0.277;19.881;;4.21886;44.28;26.13;1016.16;0.285;19.893;;4.21889;43.80;26.25;1015.15;0.263;19.995;;4.21886;43.43;32.47;1015.85;0.254;20.033;;
4.22027;43.84;25.29;1015.34;0.278;19.882;;4.22025;44.28;26.08;1016.16;0.285;19.893;;4.22028;43.80;26.25;1015.15;0.262;19.995;;4.22025;43.43;32.61;1015.84;0.255;20.033;;
4.22166;43.84;25.40;1015.34;0.278;19.880;;4.22164;44.28;26.11;1016.15;0.286;19.893;;4.22167;43.80;26.34;1015.14;0.263;19.995;;4.22164;43.43;32.55;1015.84;0.255;20.032;;
4.22305;43.84;25.42;1015.33;0.278;19.882;;4.22303;44.28;26.11;1016.16;0.286;19.893;;4.22306;43.80;26.32;1015.13;0.263;19.996;;4.22303;43.43;32.63;1015.84;0.255;20.032;;
4.22444;43.84;25.39;1015.31;0.278;19.881;;4.22442;44.28;26.16;1016.15;0.286;19.893;;4.22445;43.79;26.42;1015.13;0.263;19.996;;4.22442;43.43;32.63;1015.84;0.255;20.032;;
4.22583;43.84;25.42;1015.32;0.278;19.881;;4.22581;44.28;26.16;1016.16;0.286;19.893;;4.22584;43.79;26.38;1015.13;0.264;19.996;;4.22580;43.43;32.49;1015.85;0.256;20.032;;
4.22722;43.84;25.40;1015.32;0.279;19.881;;4.22720;44.28;26.22;1016.16;0.286;19.893;;4.22723;43.79;26.37;1015.13;0.264;19.996;;4.22719;43.43;32.54;1015.85;0.256;20.032;;
4.22861;43.84;25.29;1015.33;0.278;19.881;;4.22859;44.28;26.25;1016.17;0.286;19.893;;4.22861;43.79;26.41;1015.13;0.263;19.996;;4.22858;43.43;32.66;1015.85;0.256;20.032;;
4.23000;43.84;25.25;1015.32;0.279;19.881;;4.22998;44.27;26.20;1016.16;0.286;19.894;;4.23000;43.80;26.44;1015.13;0.264;19.994;;4.22997;43.43;32.70;1015.85;0.256;20.032;;
4.23138;43.84;25.40;1015.32;0.278;19.881;;4.23137;44.27;26.17;1016.16;0.287;19.894;;4.23139;43.79;26.46;1015.14;0.264;19.994;;4.23136;43.43;32.65;1015.83;0.256;20.032;;
4.23277;43.84;25.50;1015.32;0.279;19.881;;4.23275;44.27;26.28;1016.17;0.287;19.894;;4.23278;43.79;26.46;1015.13;0.264;19.995;;4.23275;43.43;32.66;1015.84;0.256;20.032;;
4.23416;43.84;25.33;1015.32;0.279;19.881;;4.23414;44.27;26.18;1016.17;0.287;19.894;;4.23417;43.79;26.39;1015.13;0.264;19.995;;4.23414;43.43;32.58;1015.85;0.257;20.032;;
4.23555;43.84;25.28;1015.32;0.280;19.881;;4.23553;44.27;26.27;1016.17;0.288;19.894;;4.23556;43.79;26.43;1015.13;0.265;19.995;;4.23553;43.43;32.54;1015.84;0.257;20.032;;
4.23694;43.84;25.20;1015.31;0.280;19.881;;4.23692;44.27;26.31;1016.17;0.287;19.894;;4.23695;43.79;26.42;1015.13;0.265;19.995;;4.23692;43.43;32.51;1015.84;0.257;20.032;;
4.23833;43.84;25.37;1015.31;0.280;19.880;;4.23831;44.27;26.24;1016.17;0.288;19.894;;4.23834;43.79;26.44;1015.14;0.265;19.994;;4.23831;43.43;32.57;1015.85;0.257;20.032;;
4.23972;43.83;25.34;1015.32;0.280;19.880;;4.23970;44.27;26.26;1016.16;0.287;19.894;;4.23973;43.79;26.52;1015.14;0.265;19.994;;4.23969;43.43;32.73;1015.86;0.257;20.032;;
4.24111;43.83;25.39;1015.33;0.280;19.880;;4.24109;44.27;26.29;1016.17;0.288;19.894;;4.24112;43.79;26.50;1015.14;0.266;19.994;;4.24108;43.43;32.72;1015.85;0.257;20.032;;
4.24250;43.83;25.39;1015.31;0.281;19.880;;4.24248;44.27;26.34;1016.17;0.288;19.894;;4.24251;43.78;26.53;1015.13;0.266;19.993;;4.24247;43.43;32.74;1015.84;0.258;20.031;;
4.24389;43.83;25.45;1015.32;0.280;19.880;;4.24387;44.26;26.25;1016.16;0.288;19.894;;4.24389;43.78;26.58;1015.12;0.266;19.994;;4.24386;43.43;32.74;1015.84;0.258;20.031;;
4.24527;43.83;25.46;1015.32;0.280;19.880;;4.24526;44.26;26.29;1016.15;0.288;19.895;;4.24528;43.78;26.56;1015.13;0.266;19.994;;4.24525;43.43;32.57;1015.84;0.258;20.031;;
4.24666;43.83;25.53;1015.34;0.281;19.880;;4.24664;44.26;26.26;1016.16;0.289;19.895;;4.24667;43.78;26.48;1015.13;0.266;19.994;;4.24664;43.43;32.72;1015.86;0.258;20.031;;
4.24805;43.83;25.59;1015.35;0.281;19.880;;4.24803;44.26;26.41;1016.17;0.289;19.894;;4.24806;43.78;26.43;1015.13;0.266;19.994;;4.24803;43.43;32.74;1015.86;0.259;20.031;;
4.24944;43.83;25.58;1015.34;0.281;19.880;;4.24942;44.26;26.34;1016.15;0.289;19.895;;4.24945;43.78;26.30;1015.13;0.266;19.992;;4.24942;43.43;32.66;1015.85;0.259;20.031;;
4.25083;43.82;25.65;1015.35;0.282;19.880;;4.25081;44.26;26.31;1016.15;0.289;19.895;;4.25084;43.78;26.54;1015.13;0.266;19.994;;4.25081;43.43;32.59;1015.85;0.259;20.031;;
4.25222;43.82;25.75;1015.32;0.281;19.879;;4.25220;44.26;26.37;1016.15;0.289;19.895;;4.25223;43.78;26.66;1015.12;0.267;19.993;;4.25220;43.42;32.79;1015.84;0.259;20.032;;
4.25361;43.83;25.71;1015.31;0.281;19.879;;4.25359;44.27;26.31;1016.15;0.289;19.894;;4.25362;43.78;26.62;1015.12;0.267;19.993;;4.25359;43.43;32.84;1015.84;0.259;20.030;;
4.25500;43.82;25.67;1015.31;0.283;19.879;;4.25498;44.27;26.33;1016.15;0.289;19.894;;4.25501;43.78;26.48;1015.13;0.267;19.992;;4.25497;43.43;32.76;1015.86;0.259;20.030;;
4.25639;43.82;25.69;1015.30;0.283;19.879;;4.25637;44.27;26.34;1016.15;0.289;19.894;;4.25640;43.78;26.51;1015.12;0.268;19.993;;4.25636;43.43;32.55;1015.84;0.259;20.031;;
4.25778;43.82;25.64;1015.32;0.283;19.879;;4.25776;44.27;26.30;1016.16;0.290;19.894;;4.25778;43.78;26.58;1015.12;0.268;19.991;;4.25775;43.43;32.52;1015.84;0.259;20.031;;
4.25917;43.82;25.62;1015.32;0.283;19.878;;4.25915;44.26;26.42;1016.17;0.290;19.893;;4.25917;43.78;26.66;1015.12;0.267;19.994;;4.25914;43.43;32.70;1015.84;0.260;20.031;;
4.26055;43.82;25.56;1015.32;0.283;19.876;;4.26054;44.27;26.44;1016.16;0.290;19.893;;4.26056;43.78;26.64;1015.12;0.268;19.998;;4.26053;43.43;32.74;1015.84;0.260;20.031;;
4.26194;43.82;25.69;1015.32;0.283;19.875;;4.26192;44.26;26.43;1016.17;0.291;19.892;;4.26195;43.78;26.71;1015.13;0.268;19.999;;4.26192;43.43;32.70;1015.84;0.260;20.031;;
4.26333;43.82;25.72;1015.33;0.283;19.875;;4.26331;44.26;26.51;1016.17;0.291;19.892;;4.26334;43.78;26.82;1015.12;0.267;20.000;;4.26331;43.43;32.85;1015.86;0.261;20.030;;
4.26472;43.82;25.82;1015.32;0.283;19.875;;4.26470;44.26;26.58;1016.15;0.292;19.892;;4.26473;43.77;26.85;1015.12;0.268;20.001;;4.26470;43.43;32.93;1015.84;0.261;20.030;;
4.26611;43.82;25.89;1015.33;0.283;19.875;;4.26609;44.26;26.61;1016.15;0.292;19.891;;4.26612;43.77;26.94;1015.12;0.269;20.001;;4.26609;43.43;32.92;1015.85;0.261;20.029;;
4.26750;43.82;25.83;1015.32;0.284;19.874;;4.26748;44.26;26.67;1016.15;0.293;19.891;;4.26751;43.77;26.95;1015.12;0.270;20.001;;4.26748;43.43;32.88;1015.85;0.261;20.028;;
4.26889;43.82;25.95;1015.32;0.285;19.874;;4.26887;44.26;26.76;1016.14;0.293;19.892;;4.26890;43.76;27.00;1015.11;0.270;20.000;;4.26887;43.43;32.81;1015.83;0.262;20.029;;
4.27028;43.82;26.09;1015.30;0.286;19.873;;4.27026;44.26;26.76;1016.15;0.294;19.890;;4.27029;43.76;27.01;1015.13;0.271;19.999;;4.27025;43.42;33.14;1015.83;0.263;20.027;;
4.27167;43.82;26.05;1015.32;0.287;19.873;;4.27165;44.26;26.80;1016.14;0.294;19.891;;4.27168;43.76;26.96;1015.13;0.271;19.999;;4.27164;43.43;33.26;1015.84;0.263;20.027;;
4.27306;43.82;26.03;1015.32;0.287;19.872;;4.27304;44.26;26.83;1016.14;0.295;19.889;;4.27306;43.76;27.10;1015.13;0.272;19.999;;4.27303;43.42;33.20;1015.83;0.264;20.027;;
4.27445;43.82;26.10;1015.33;0.288;19.871;;4.27443;44.26;26.89;1016.15;0.296;19.889;;4.27445;43.76;27.16;1015.12;0.272;19.999;;4.27442;43.42;33.27;1015.84;0.265;20.026;;
4.27583;43.82;26.15;1015.33;0.288;19.870;;4.27582;44.26;26.93;1016.14;0.296;19.888;;4.27584;43.75;27.17;1015.12;0.273;19.998;;4.27581;43.42;33.31;1015.84;0.266;20.025;;
4.27722;43.82;26.07;1015.34;0.289;19.869;;4.27720;44.25;26.90;1016.15;0.297;19.887;;4.27723;43.75;27.14;1015.11;0.274;19.998;;4.27720;43.42;33.18;1015.83;0.266;20.025;;
4.27861;43.82;26.09;1015.33;0.289;19.869;;4.27859;44.25;26.88;1016.14;0.298;19.887;;4.27862;43.75;27.19;1015.12;0.274;19.997;;4.27859;43.42;33.45;1015.83;0.267;20.023;;
4.28000;43.82;25.98;1015.31;0.291;19.868;;4.27998;44.25;26.95;1016.15;0.298;19.886;;4.28001;43.75;27.18;1015.12;0.275;19.997;;4.27998;43.42;33.35;1015.84;0.268;20.023;;
4.28139;43.81;26.08;1015.33;0.292;19.866;;4.28137;44.25;26.95;1016.15;0.300;19.886;;4.28140;43.74;27.19;1015.11;0.276;19.996;;4.28137;43.42;33.51;1015.82;0.268;20.022;;
4.28278;43.81;26.25;1015.33;0.293;19.866;;4.28276;44.25;27.01;1016.14;0.301;19.885;;4.28279;43.74;27.21;1015.10;0.277;19.996;;4.28276;43.42;33.39;1015.83;0.269;20.022;;
4.28417;43.81;26.18;1015.33;0.294;19.865;;4.28415;44.25;26.97;1016.14;0.301;19.885;;4.28418;43.74;27.31;1015.12;0.278;19.995;;4.28414;43.42;33.49;1015.81;0.269;20.021;;
4.28556;43.81;26.29;1015.33;0.294;19.864;;4.28554;44.25;27.05;1016.15;0.302;19.884;;4.28557;43.74;27.36;1015.12;0.279;19.995;;4.28553;43.42;33.38;1015.81;0.270;20.021;;
4.28695;43.81;26.28;1015.34;0.295;19.864;;4.28693;44.25;27.04;1016.14;0.302;19.884;;4.28696;43.74;27.41;1015.13;0.279;19.993;;4.28692;43.42;33.52;1015.82;0.271;20.020;;
4.28834;43.81;26.28;1015.35;0.296;19.862;;4.28832;44.25;27.08;1016.15;0.303;19.883;;4.28834;43.73;27.41;1015.12;0.280;19.993;;4.28831;43.42;33.49;1015.83;0.272;20.020;;
4.28972;43.81;26.24;1015.34;0.297;19.862;;4.28971;44.24;27.10;1016.14;0.304;19.883;;4.28973;43.73;27.40;1015.13;0.281;19.993;;4.28970;43.42;33.46;1015.84;0.273;20.018;;
4.29111;43.81;26.37;1015.34;0.298;19.861;;4.29109;44.25;27.12;1016.13;0.304;19.882;;4.29112;43.73;27.48;1015.12;0.281;19.992;;4.29109;43.42;33.65;1015.81;0.273;20.019;;
4.29250;43.81;26.29;1015.33;0.298;19.860;;4.29248;44.24;27.12;1016.14;0.305;19.882;;4.29251;43.73;27.49;1015.13;0.282;19.992;;4.29248;43.42;33.57;1015.82;0.274;20.019;;
4.29389;43.81;26.25;1015.33;0.299;19.860;;4.29387;44.24;27.22;1016.13;0.306;19.881;;4.29390;43.73;27.52;1015.13;0.283;19.991;;4.29387;43.42;33.65;1015.83;0.275;20.017;;
4.29528;43.81;26.25;1015.34;0.300;19.859;;4.29526;44.24;27.26;1016.13;0.307;19.881;;4.29529;43.73;27.57;1015.14;0.283;19.989;;4.29526;43.42;33.67;1015.82;0.275;20.018;;
4.29667;43.81;26.28;1015.34;0.300;19.857;;4.29665;44.24;27.20;1016.12;0.308;19.881;;4.29668;43.73;27.59;1015.14;0.285;19.989;;4.29665;43.42;33.59;1015.82;0.276;20.016;;
4.29806;43.81;26.49;1015.33;0.301;19.856;;4.29804;44.24;27.28;1016.12;0.309;19.881;;4.29807;43.72;27.51;1015.13;0.285;19.988;;4.29804;43.42;33.66;1015.82;0.276;20.016;;
4.29945;43.81;26.45;1015.33;0.302;19.856;;4.29943;44.24;27.27;1016.14;0.309;19.879;;4.29946;43.72;27.50;1015.12;0.286;19.989;;4.29942;43.42;33.69;1015.82;0.277;20.015;;
4.30084;43.81;26.37;1015.34;0.304;19.855;;4.30082;44.24;27.30;1016.13;0.310;19.878;;4.30085;43.72;27.57;1015.12;0.287;19.987;;4.30081;43.42;33.78;1015.82;0.278;20.014;;
4.30223;43.81;26.45;1015.32;0.305;19.854;;4.30221;44.24;27.23;1016.13;0.311;19.878;;4.30224;43.72;27.58;1015.11;0.288;19.988;;4.30220;43.42;33.80;1015.81;0.279;20.014;;
4.30362;43.81;26.39;1015.34;0.305;19.852;;4.30360;44.24;27.29;1016.14;0.311;19.877;;4.30362;43.72;27.64;1015.11;0.288;19.986;;4.30359;43.41;33.77;1015.83;0.279;20.012;;
4.30500;43.81;26.51;1015.34;0.305;19.852;;4.30499;44.24;27.25;1016.13;0.312;19.877;;4.30501;43.71;27.59;1015.11;0.289;19.985;;4.30498;43.42;33.81;1015.82;0.280;20.012;;
4.30639;43.81;26.42;1015.34;0.305;19.851;;4.30637;44.24;27.28;1016.14;0.313;19.876;;4.30640;43.71;27.66;1015.10;0.290;19.985;;4.30637;43.41;33.88;1015.82;0.281;20.011;;
4.30778;43.81;26.48;1015.34;0.306;19.850;;4.30776;44.23;27.39;1016.13;0.313;19.875;;4.30779;43.71;27.61;1015.10;0.291;19.984;;4.30776;43.41;33.85;1015.82;0.282;20.011;;
4.30917;43.81;26.46;1015.33;0.308;19.850;;4.30915;44.24;27.29;1016.13;0.314;19.875;;4.30918;43.71;27.65;1015.09;0.292;19.983;;4.30915;43.41;33.79;1015.82;0.282;20.010;;
4.31056;43.81;26.48;1015.33;0.309;19.849;;4.31054;44.24;27.37;1016.12;0.315;19.874;;4.31057;43.71;27.69;1015.09;0.292;19.983;;4.31054;43.41;33.86;1015.80;0.283;20.010;;
4.31195;43.81;26.45;1015.32;0.309;19.848;;4.31193;44.24;27.49;1016.11;0.316;19.874;;4.31196;43.71;27.74;1015.09;0.293;19.982;;4.31193;43.41;33.71;1015.81;0.283;20.009;;
4.31334;43.81;26.58;1015.32;0.310;19.846;;4.31332;44.23;27.39;1016.12;0.316;19.873;;4.31335;43.70;27.75;1015.08;0.293;19.982;;4.31331;43.41;33.88;1015.81;0.284;20.009;;
4.31473;43.80;26.60;1015.33;0.311;19.846;;4.31471;44.23;27.45;1016.12;0.318;19.872;;4.31474;43.70;27.79;1015.08;0.294;19.981;;4.31470;43.41;33.72;1015.82;0.285;20.007;;
4.31612;43.80;26.67;1015.33;0.311;19.845;;4.31610;44.23;27.40;1016.11;0.319;19.872;;4.31613;43.70;27.77;1015.08;0.295;19.980;;4.31609;43.41;33.84;1015.81;0.285;20.008;;
4.31751;43.80;26.66;1015.34;0.312;19.843;;4.31749;44.23;27.52;1016.12;0.319;19.871;;4.31751;43.70;27.78;1015.09;0.296;19.979;;4.31748;43.41;33.74;1015.82;0.286;20.006;;
4.31889;43.80;26.62;1015.35;0.313;19.843;;4.31888;44.23;27.45;1016.12;0.319;19.871;;4.31890;43.70;27.79;1015.09;0.297;19.978;;4.31887;43.41;33.96;1015.82;0.286;20.006;;
4.32028;43.81;26.64;1015.34;0.314;19.842;;4.32026;44.23;27.43;1016.13;0.320;19.870;;4.32029;43.70;27.80;1015.10;0.298;19.978;;4.32026;43.41;33.95;1015.83;0.287;20.006;;
4.32167;43.80;26.60;1015.35;0.315;19.842;;4.32165;44.22;27.47;1016.14;0.321;19.870;;4.32168;43.69;27.83;1015.10;0.298;19.977;;4.32165;43.41;33.95;1015.83;0.288;20.006;;
4.32306;43.80;26.72;1015.34;0.315;19.841;;4.32304;44.22;27.47;1016.13;0.321;19.870;;4.32307;43.69;27.83;1015.11;0.299;19.977;;4.32304;43.41;33.99;1015.83;0.289;20.005;;
4.32445;43.80;26.68;1015.34;0.315;19.841;;4.32443;44.22;27.56;1016.13;0.322;19.869;;4.32446;43.70;27.88;1015.11;0.299;19.975;;4.32443;43.41;33.91;1015.84;0.290;20.005;;
4.32584;43.80;26.63;1015.33;0.317;19.840;;4.32582;44.22;27.60;1016.14;0.323;19.868;;4.32585;43.69;27.89;1015.10;0.299;19.976;;4.32582;43.41;34.03;1015.84;0.290;20.003;;
4.32723;43.80;26.77;1015.36;0.317;19.839;;4.32721;44.22;27.56;1016.16;0.323;19.867;;4.32724;43.69;27.87;1015.13;0.300;19.974;;4.32721;43.41;34.05;1015.85;0.291;20.003;;
4.32862;43.80;26.82;1015.36;0.318;19.838;;4.32860;44.22;27.53;1016.15;0.325;19.868;;4.32863;43.69;27.83;1015.12;0.301;19.974;;4.32859;43.40;34.04;1015.84;0.291;20.003;;
4.33001;43.79;26.77;1015.37;0.319;19.837;;4.32999;44.22;27.58;1016.15;0.326;19.866;;4.33002;43.69;27.89;1015.12;0.302;19.973;;4.32998;43.40;34.05;1015.83;0.292;20.002;;
4.33140;43.79;26.69;1015.35;0.320;19.837;;4.33138;44.22;27.52;1016.14;0.326;19.867;;4.33141;43.68;27.97;1015.12;0.303;19.971;;4.33137;43.40;34.01;1015.83;0.293;20.002;;
4.33279;43.80;26.82;1015.35;0.320;19.836;;4.33277;44.22;27.50;1016.14;0.327;19.866;;4.33279;43.68;27.85;1015.11;0.304;19.972;;4.33276;43.40;33.89;1015.84;0.293;20.001;;
4.33417;43.80;26.76;1015.34;0.322;19.835;;4.33416;44.22;27.52;1016.14;0.328;19.865;;4.33418;43.68;27.87;1015.12;0.305;19.970;;4.33415;43.40;33.95;1015.84;0.294;20.001;;
4.33556;43.79;26.85;1015.34;0.322;19.835;;4.33554;44.21;27.56;1016.15;0.328;19.864;;4.33557;43.68;27.88;1015.12;0.306;19.970;;4.33554;43.40;33.98;1015.84;0.295;20.000;;
4.33695;43.79;26.84;1015.34;0.323;19.833;;4.33693;44.21;27.60;1016.15;0.329;19.863;;4.33696;43.68;27.87;1015.12;0.307;19.969;;4.33693;43.40;34.02;1015.84;0.295;20.000;;
4.33834;43.79;26.80;1015.33;0.324;19.832;;4.33832;44.21;27.52;1016.14;0.329;19.864;;4.33835;43.68;27.98;1015.11;0.307;19.968;;4.33832;43.40;34.14;1015.84;0.296;19.998;;
4.33973;43.79;26.87;1015.33;0.324;19.832;;4.33971;44.21;27.56;1016.14;0.330;19.862;;4.33974;43.67;27.95;1015.10;0.307;19.967;;4.33971;43.40;34.07;1015.84;0.297;19.998;;
4.34112;43.79;26.80;1015.33;0.325;19.831;;4.34110;44.20;27.59;1016.13;0.330;19.862;;4.34113;43.67;28.00;1015.10;0.308;19.967;;4.34110;43.40;34.14;1015.82;0.297;19.998;;
4.34251;43.79;26.78;1015.33;0.325;19.832;;4.34249;44.21;27.67;1016.14;0.331;19.867;;4.34252;43.67;27.93;1015.11;0.308;19.968;;4.34249;43.40;33.94;1015.84;0.298;20.000;;
4.34390;43.79;26.79;1015.35;0.326;19.839;;4.34388;44.20;27.66;1016.13;0.323;19.872;;4.34391;43.67;27.89;1015.10;0.309;19.970;;4.34387;43.40;34.04;1015.82;0.298;20.005;;
4.34529;43.80;26.75;1015.34;0.326;19.840;;4.34527;44.20;27.64;1016.14;0.323;19.874;;4.34530;43.68;27.89;1015.11;0.310;19.971;;4.34526;43.40;34.04;1015.83;0.299;20.006;;
4.34668;43.80;26.68;1015.34;0.328;19.840;;4.34666;44.20;27.60;1016.15;0.324;19.875;;4.34669;43.68;27.95;1015.11;0.311;19.971;;4.34665;43.40;33.93;1015.83;0.299;20.007;;
4.34807;43.81;26.77;1015.33;0.329;19.842;;4.34805;44.21;27.57;1016.16;0.324;19.875;;4.34807;43.68;27.89;1015.11;0.311;19.972;;4.34804;43.40;33.88;1015.83;0.299;20.009;;
